TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.github.jsonldjava.utils.JsonUtils,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,48,0.3,2,41,96,69754,1582725069938,0.6972477064220184,0011111011111111111100001111111111101010111011100011001111111110000000011010011111001100111111001111111111111,0.41379310344827586,111111111111000000101000000000101010111101001101111101001010000001000001000000000000101,1.0,1111111111111111111111111111111,7,4,12,5,0.6260869565217392,1111111111111111111111100111100001111111111111111110101110100000000000000000000000000000011000011111111111111111111,0.30985915492957744,01001001001001001001001001001010011010100000010000000001010000000110110,1.0,11111111111111111,0.47058823529411764,10010000110001111,0.3793103448275862,111111111110100100100001010011000000011100100110011010000110000001000000001000000000110
