TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.github.jsonldjava.core.RDFDatasetUtils,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,60,0.3,2,53,760,101244,1582724957208,0.7215909090909091,11110110000100110000111111111111111111110111000000011100111111000111111111111111111111111111111111101111111111111111111111111111111111111111000000000011111100000011000000011110,0.7076923076923077,1111111111111111111111111111101111111111111101100101011101011101011101010111011110100010010111011111111111111101010000000100010000,1.0,111111111111,0,0,10,2,0.574585635359116,11111111101111111111111111111111111011111111111111111110101111111111111000001111111111111111001000000000000000000000000000000000000000000000000000000000000000000000000000000000011111101111111111110011111111011111111110111111111111011111111100111111110111111111100111111111010000011111111000000000000000000000000000000000000111011110111011101111111000011111111111,0.5,100100010010110111,1.0,111111111,1.0,111111111,0.7,1111111111111111111111111111101111111111111110101101111000011111001101111100010111100010111111110001101111111110010000001000100000
